"","points","points_last","avg_age","club_transfer_ratio","manager_change","star_players","played_internationally","squad_size","foreigners","promotion"
"1",71,75,23.7,0.529436769394261,0,0,0,41,0.707317073170732,0
"2",75,79,23,2.79944636678201,0,0,1,42,0.69047619047619,0
"3",79,73,23.8,1.53417628733736,0,0,1,37,0.810810810810811,0
"4",73,70,23.8,1.85719859539602,0,0,1,36,0.805555555555556,0
"5",70,68,23.3,3.20287769784173,0,0,1,44,0.75,0
"6",68,75,23.4,1.11554921540656,0,0,1,34,0.794117647058823,0
"7",75,72,21.7,0.575620767494357,0,0,1,45,0.688888888888889,0
"8",72,83,21.3,1.36793587174349,0,0,1,38,0.789473684210526,0
"9",83,68,22.3,0.740039008080245,0,0,1,32,0.875,0
"10",68,67,22.8,0.838244924688933,0,0,1,35,0.857142857142857,0
"11",67,83,23.3,2.85401459854015,0,0,1,33,0.848484848484849,0
"12",83,90,22.9,0.972818311874106,0,1,1,32,0.875,0
"13",90,78,23.7,2.81950087057458,0,1,1,32,0.71875,0
"14",78,87,25.2,0.944099378881988,0,0,1,31,0.67741935483871,0
"15",87,70,25.9,1.23192904656319,0,0,1,27,0.555555555555556,0
"16",70,73,25.3,2.8294413242684,0,0,1,33,0.666666666666667,0
"17",73,78,25,2.10958904109589,0,0,1,33,0.545454545454545,0
"18",78,78,23.6,1.61503301168106,0,0,1,36,0.527777777777778,0
"19",78,68,25.2,1.97260273972603,0,0,1,30,0.433333333333333,0
"20",68,63,26.2,0.928443649373882,1,0,1,32,0.3125,0
"21",63,51,25.8,1.87951807228916,1,0,0,30,0.266666666666667,0
"22",51,71,25.3,1.18561710398445,1,0,0,32,0.28125,0
"23",71,56,25.5,0.538653366583541,0,0,0,26,0.269230769230769,0
"24",56,0,24.3,1.76923076923077,0,0,0,31,0.258064516129032,0
"25",17,38,23.5,1.20042507970244,1,0,0,44,0.5,0
"26",38,38,24.3,0.316401384083045,1,0,0,38,0.5,0
"27",38,41,24,0.609492395088877,0,0,0,34,0.558823529411765,0
"28",41,38,24.1,0.923136948888022,1,0,0,31,0.612903225806452,0
"29",38,48,25.3,0.994532374100719,1,0,0,34,0.617647058823529,0
"30",48,64,25.1,1.81398002853067,1,0,1,39,0.512820512820513,0
"31",64,62,25.5,2.25,0,0,1,31,0.419354838709677,0
"32",62,60,25.4,1.90460921843687,0,0,1,21,0.380952380952381,0
"33",60,50,24.3,0.58985789913625,0,0,0,24,0.416666666666667,0
"34",50,42,24.8,1.37524557956778,1,0,0,31,0.580645161290323,0
"35",42,47,24,1.02627737226277,0,0,0,29,0.551724137931034,0
"36",47,56,23.8,0.716261325703386,0,0,0,26,0.615384615384615,0
"37",56,45,25.1,0.826465467208358,1,0,0,27,0.62962962962963,0
"38",45,50,25.3,0.798136645962733,0,0,0,29,0.620689655172414,0
"39",50,54,25.9,0.984035476718404,1,0,1,25,0.56,0
"40",54,58,25,1.17587939698492,0,0,0,28,0.428571428571429,0
"41",58,55,24,0.894246575342466,0,0,0,32,0.34375,0
"42",55,57,23.5,3.63026917216861,0,0,1,34,0.294117647058824,0
"43",57,61,23.4,0,1,0,1,28,0.357142857142857,0
"44",61,63,23.8,2.82826475849732,0,0,1,26,0.423076923076923,0
"45",63,48,23.8,1.13253012048193,0,0,0,25,0.32,0
"46",48,57,25.7,1.2108843537415,0,0,1,29,0.275862068965517,0
"47",57,74,25.1,1.80049875311721,1,0,1,27,0.37037037037037,0
"48",74,0,24.4,1.09502262443439,0,0,0,27,0.333333333333333,0
"49",35,0,26.2,0.581664910432034,0,0,0,27,0.444444444444444,1
"50",39,50,25.8,1.2416547788873,0,0,0,34,0.529411764705882,0
"51",50,0,25.5,0.961625282167043,0,0,0,36,0.5,1
"52",35,0,24.1,0.695179715798273,0,0,0,26,0.615384615384615,1
"53",34,45,25.5,0.502919708029197,0,0,0,33,0.515151515151515,0
"54",45,50,25.1,1.27801621363853,0,0,0,37,0.567567567567568,0
"55",50,48,26.5,1.63784097504353,0,0,0,27,0.592592592592593,0
"56",48,0,26.1,1.33333333333333,0,0,0,35,0.6,1
"57",31,43,24.5,1.00546762589928,0,0,0,36,0.666666666666667,0
"58",43,50,25.1,0.244793152639087,0,0,0,37,0.783783783783784,0
"59",50,41,25.3,0.637133182844244,1,0,0,35,0.828571428571429,0
"60",41,58,26.4,0.397995991983968,1,0,0,26,0.807692307692308,0
"61",58,52,24.3,0.146837559208693,1,0,1,37,0.810810810810811,0
"62",52,63,26.6,0.920104780615586,0,0,1,29,0.758620689655172,0
"63",63,42,26.7,0.583211678832117,0,0,0,27,0.777777777777778,0
"64",42,44,26.1,0.638054363376252,1,0,0,35,0.742857142857143,0
"65",44,60,25.3,2.20429483459083,0,0,1,34,0.676470588235294,0
"66",60,46,25.7,0.63768115942029,0,0,1,32,0.59375,0
"67",46,0,26.8,1.21951219512195,0,0,0,31,0.645161290322581,1
"68",35,58,24.1,4.35043169121381,0,0,1,37,0.594594594594595,0
"69",58,42,24.6,0.9072708113804,1,0,0,31,0.612903225806452,0
"70",42,61,24.3,0,0,0,0,28,0.464285714285714,0
"71",61,89,24.2,1.4578313253012,1,0,1,31,0.32258064516129,0
"72",89,84,24.7,1.61127308066084,0,0,1,26,0.307692307692308,0
"73",84,71,24.2,4.9925187032419,0,0,0,23,0.304347826086957,0
"74",71,0,23.6,4.97737556561086,0,0,0,25,0.28,0
"75",39,0,24.3,0.277888730385164,0,0,0,45,0.533333333333333,1
"76",36,46,25.2,0.763165467625899,0,0,0,37,0.513513513513513,0
"77",46,39,25.4,0.261911554921541,0,0,0,34,0.529411764705882,0
"78",39,41,25.3,0.575620767494357,1,0,0,32,0.5625,0
"79",41,37,24.6,0.807615230460922,0,0,0,28,0.642857142857143,0
"80",37,56,25.8,0.529395374756199,0,0,1,30,0.7,0
"81",56,56,24.6,0.946299934512115,1,0,0,34,0.764705882352941,0
"82",56,58,26,0.384671532846715,0,0,1,28,0.75,0
"83",58,53,27.3,0.111587982832618,0,0,0,28,0.714285714285714,0
"84",53,44,26.5,0.0740568775391758,0,0,0,31,0.645161290322581,0
"85",44,40,26.1,0,0,0,0,35,0.657142857142857,0
"86",40,0,25.9,0.117960088691796,0,0,0,40,0.6,1
"87",40,0,26.8,1.33508956796628,0,0,0,30,0.433333333333333,1
"88",29,0,24.3,0.867469879518072,1,0,0,27,0.518518518518518,1
"89",42,0,24.2,0.995536663124336,0,0,0,49,0.428571428571429,1
"90",26,36,27.8,0.331658291457286,1,0,0,35,0.4,0
"91",36,0,28.4,0.24986301369863,1,0,0,28,0.392857142857143,1
"92",33,0,25.5,0.297024221453287,0,0,0,30,0.433333333333333,1
"93",30,0,25,0.649548532731377,1,0,0,33,0.606060606060606,1
"94",30,0,24.6,1.42715777899945,1,0,0,39,0.923076923076923,1
"95",34,47,24.7,1.20497707924034,1,0,0,36,0.666666666666667,0
"96",47,46,25,0.564963503649635,1,0,0,36,0.583333333333333,0
"97",46,53,25.5,1.07391511683357,0,0,0,26,0.576923076923077,0
"98",53,49,25.7,0.148578061520604,0,0,0,31,0.516129032258065,0
"99",49,44,26.2,0.594202898550725,0,0,0,29,0.517241379310345,0
"100",44,52,26.3,0.509090909090909,0,0,0,29,0.482758620689655,0
"101",52,0,25.2,1.04522613065327,0,0,0,30,0.466666666666667,1
"102",36,0,26.6,0.340274250888776,0,0,0,30,0.233333333333333,1
"103",50,87,23.7,1.63506907545165,0,0,0,40,0.725,0
"104",87,82,23.9,3.2401384083045,1,0,1,38,0.736842105263158,0
"105",82,75,23.8,4.06083928898662,1,0,1,48,0.833333333333333,0
"106",75,64,25.3,3.5719859539602,0,0,1,31,0.709677419354839,0
"107",64,71,26.3,5.06071942446043,1,0,1,30,0.7,0
"108",71,86,24.5,5.89329529243937,0,0,1,33,0.666666666666667,0
"109",86,83,26.8,1.43905191873589,1,0,1,28,0.714285714285714,0
"110",83,85,25.6,1.03927855711423,1,0,1,28,0.75,0
"111",85,83,24.6,1.39732516021176,1,0,1,37,0.594594594594595,0
"112",83,91,23.2,4.920759659463,0,0,1,37,0.648648648648649,0
"113",91,95,24.5,5.67737226277372,0,1,1,27,0.703703703703704,0
"114",95,79,23.4,13.2465426800191,1,0,1,31,0.741935483870968,0
"115",79,67,24.8,16.523505513639,0,0,1,34,0.764705882352941,0
"116",67,64,25.2,0,0,0,1,31,0.741935483870968,0
"117",64,61,24.5,1.68869179600887,0,0,1,33,0.787878787878788,0
"118",61,65,26.2,2.53739284658587,1,0,1,35,0.8,0
"119",65,75,26.4,2.45479452054795,0,0,1,32,0.65625,0
"120",75,63,26.3,2.29862874555612,0,0,0,28,0.607142857142857,0
"121",63,59,25.1,1.59430979978925,1,0,0,35,0.514285714285714,0
"122",59,50,25.9,2.36672629695886,1,0,0,32,0.53125,0
"123",50,54,26.3,0.195180722891566,0,0,0,30,0.5,0
"124",54,51,25.4,1.01263362487852,0,0,0,30,0.433333333333333,0
"125",51,56,24.9,0.922693266832918,1,0,0,33,0.454545454545455,0
"126",56,0,24.5,1.12669683257919,1,0,0,35,0.485714285714286,0
"127",34,44,23.3,0.954773869346734,0,0,0,34,0.617647058823529,0
"128",44,42,24.1,1.75342465753425,0,0,0,39,0.58974358974359,0
"129",42,52,23.8,0.664296597257491,0,0,0,41,0.51219512195122,0
"130",52,41,24.7,0.752370916754478,0,0,0,32,0.53125,0
"131",41,38,24.3,0.334525939177102,0,0,0,33,0.515151515151515,0
"132",38,50,25.4,0.746987951807229,1,0,0,30,0.4,0
"133",50,56,26.5,1.10787172011662,1,0,0,28,0.428571428571429,0
"134",56,52,25.8,0.400498753117207,0,0,0,27,0.407407407407407,0
"135",52,0,24.9,0.561085972850679,1,0,0,27,0.333333333333333,0
"136",42,48,25.6,0.520297555791711,0,0,0,38,0.473684210526316,0
"137",48,45,26,0.734948096885813,1,0,0,42,0.571428571428571,0
"138",45,0,26.2,1.00934579439252,1,0,0,41,0.585365853658537,1
"139",33,0,24.1,0.417739628040057,0,0,0,36,0.5,1
"140",33,0,23.1,1.0927291886196,1,0,0,37,0.513513513513513,1
"141",45,0,25.5,0.229348882410107,0,0,0,25,0.36,1
"142",49,0,23.3,0.130769230769231,0,0,0,27,0.185185185185185,0
"143",11,0,25.8,0.53691836166063,0,0,0,41,0.560975609756098,1
"144",30,42,24.3,0.172949002217295,1,0,0,38,0.552631578947368,0
"145",42,38,23.5,0.669819686668637,1,0,0,35,0.6,0
"146",38,52,24.7,1.59342465753425,0,0,0,35,0.542857142857143,0
"147",52,55,24,0.0820721178263078,0,0,0,31,0.580645161290323,0
"148",55,46,24.4,0.206533192834563,0,0,0,30,0.566666666666667,0
"149",46,0,24.8,0.51520572450805,0,0,0,30,0.466666666666667,1
"150",47,47,24.7,0.888416578108395,0,0,0,39,0.487179487179487,0
"151",47,72,24.3,0.945051903114187,0,0,1,40,0.475,0
"152",72,63,25.9,0.990654205607477,1,0,0,30,0.733333333333333,0
"153",63,56,25.6,0.717908700741319,0,0,0,26,0.692307692307692,0
"154",56,54,25.6,0.352230215827338,0,0,0,34,0.705882352941177,0
"155",54,61,23.9,0.0827389443651926,0,0,0,32,0.65625,0
"156",61,63,23.1,1.11794582392777,0,0,1,42,0.547619047619048,0
"157",63,65,24.4,0.854108216432866,0,0,1,28,0.535714285714286,0
"158",65,58,24.4,0.889384229590415,0,0,1,29,0.517241379310345,0
"159",58,50,25,0.996725605762934,0,0,0,25,0.64,0
"160",50,61,26.3,2.01824817518248,0,0,1,29,0.655172413793103,0
"161",61,39,26.2,0.962327134000954,0,0,0,25,0.6,0
"162",39,59,26.1,0.993615786419037,0,0,0,31,0.516129032258065,0
"163",59,43,25.5,1.20807453416149,0,0,0,32,0.65625,0
"164",43,42,26.3,0.659866962305987,1,0,0,31,0.612903225806452,0
"165",42,50,25.3,1.73278155483299,0,0,0,35,0.571428571428571,0
"166",50,43,24.4,0.736438356164384,0,0,0,38,0.447368421052632,0
"167",43,40,23.9,2.534281361097,1,0,0,36,0.472222222222222,0
"168",40,42,23.8,0.710221285563751,1,0,0,36,0.388888888888889,0
"169",42,61,24.5,1.6350626118068,1,0,0,28,0.321428571428571,0
"170",61,50,25.8,1.76746987951807,0,0,0,25,0.32,0
"171",50,44,25.6,2,0,0,0,26,0.269230769230769,0
"172",44,53,26,0.912718204488778,1,0,0,23,0.260869565217391,0
"173",53,0,26.4,0.0461538461538462,1,0,0,26,0.307692307692308,0
"174",32,43,25.4,0.919186366135239,1,0,0,44,0.75,0
"175",43,52,26.9,0.331642606320718,1,0,0,33,0.878787878787879,0
"176",52,49,26.1,0.897841726618705,1,0,1,36,0.777777777777778,0
"177",49,46,27.5,0.535805991440799,1,0,0,34,0.794117647058823,0
"178",46,53,25.3,0.340857787810384,0,0,1,42,0.642857142857143,0
"179",53,36,25.3,0.914629258517034,0,0,0,32,0.625,0
"180",36,39,26.7,1.16829200334355,0,0,0,38,0.789473684210526,0
"181",39,48,26.3,0.768172888015717,1,0,0,34,0.764705882352941,0
"182",48,44,26.6,0.406569343065693,0,0,0,31,0.774193548387097,0
"183",44,52,24.9,1.1311397234144,0,0,0,34,0.676470588235294,0
"184",52,48,26.1,0.836912362159025,0,0,0,34,0.735294117647059,0
"185",48,44,26.2,0.263975155279503,1,0,1,30,0.766666666666667,0
"186",44,0,25.5,1.90731707317073,0,0,0,28,0.714285714285714,1
"187",35,37,26.1,1.12885813148789,0,0,1,35,0.685714285714286,0
"188",37,0,26.4,0.969030602895364,0,0,0,33,0.666666666666667,1
"189",30,35,26,0.712189616252822,1,0,0,37,0.621621621621622,0
"190",35,0,27.2,0.61122244488978,0,0,0,27,0.444444444444444,1
"191",36,66,24.7,0.762305986696231,0,0,1,31,0.451612903225806,0
"192",66,0,24.8,0.482412060301508,0,0,0,27,0.407407407407407,1
"193",27,43,25.2,0.168513119533528,0,0,0,34,0.323529411764706,0
"194",43,52,26.9,0.476807980049875,1,0,0,22,0.227272727272727,0
"195",52,0,25.9,0.28868778280543,0,0,0,24,0.291666666666667,0
"196",33,47,23.6,0.00986651189785258,0,0,0,34,0.529411764705882,0
"197",47,66,24.3,0.39648033126294,1,0,1,32,0.5,0
"198",66,68,24.1,1.74545454545455,0,0,1,26,0.5,0
"199",68,69,22.5,2.67100206916938,0,0,1,36,0.611111111111111,0
"200",69,67,22.7,3.32602739726027,0,0,1,33,0.545454545454545,0
"201",67,59,23,0.918232605383443,0,0,1,36,0.638888888888889,0
"202",59,46,22.7,1.22971548998946,1,0,0,36,0.638888888888889,0
"203",46,43,24.1,2.52772808586762,1,0,0,33,0.424242424242424,0
"204",43,73,24.8,0.363855421686747,0,0,1,33,0.393939393939394,0
"205",73,70,25.3,0.814382896015549,0,0,0,27,0.37037037037037,0
"206",70,51,24,1.97506234413965,0,0,0,27,0.259259259259259,0
"207",51,0,24.9,1.33484162895928,0,0,1,32,0.21875,0
"208",81,41,25.9,0.906269925611052,1,0,0,35,0.542857142857143,0
"209",41,0,25.9,0.53840830449827,0,0,0,37,0.486486486486487,1
"210",33,0,26.9,0.112478235635519,0,0,0,39,0.487179487179487,1
"211",28,48,25.5,0.682483370288248,1,0,0,33,0.393939393939394,0
"212",48,55,24.9,0.590600059119125,1,0,1,33,0.363636363636364,0
"213",55,49,25.4,0.587397260273973,0,0,0,27,0.37037037037037,0
"214",49,53,26,0.768918232605383,0,0,0,25,0.52,0
"215",53,47,25.6,0.228661749209694,0,0,1,26,0.384615384615385,0
"216",47,0,25.8,1.07155635062612,0,0,0,30,0.333333333333333,1
"217",29,0,25.2,0.684159378036929,1,0,0,29,0.172413793103448,1
"218",60,62,22.5,2.26546227417641,0,0,0,44,0.568181818181818,0
"219",62,84,23.4,3.56318339100346,1,0,1,35,0.6,0
"220",84,61,23.8,1.81015209822247,0,0,0,31,0.709677419354839,0
"221",61,52,22.8,2.34139680062427,1,0,1,38,0.5,0
"222",52,58,25,3.25467625899281,0,0,0,28,0.571428571428571,0
"223",58,63,23.5,4.73038516405135,1,0,1,42,0.595238095238095,0
"224",63,86,24.4,2.08690744920993,0,0,1,30,0.8,0
"225",86,76,23.9,2.42565130260521,0,1,1,28,0.857142857142857,0
"226",76,68,22.5,2.14823070493174,0,0,1,40,0.625,0
"227",68,82,23.6,2.56057629338572,0,0,1,34,0.705882352941177,0
"228",82,58,23.9,2.73357664233577,0,0,1,32,0.71875,0
"229",58,60,23.9,4.73438245112065,1,0,1,34,0.705882352941177,0
"230",60,64,23.6,1.54381892048752,0,0,1,32,0.71875,0
"231",64,80,23.9,2.77225672877847,0,0,1,29,0.689655172413793,0
"232",80,69,25.1,1.180044345898,1,0,1,27,0.62962962962963,0
"233",69,67,24.5,1.70854271356784,1,0,1,30,0.7,0
"234",67,54,24.2,4.76931506849315,0,0,0,33,0.696969696969697,0
"235",54,65,23.8,1.15490096495683,1,0,1,35,0.571428571428571,0
"236",65,68,23.9,1.66174920969442,0,0,1,32,0.5,0
"237",68,71,23.5,0.53309481216458,0,0,0,27,0.407407407407407,0
"238",71,74,24.2,1.9710843373494,0,0,1,30,0.4,0
"239",74,60,24.3,1.95918367346939,0,0,0,26,0.423076923076923,0
"240",60,59,25,2.11970074812968,1,0,0,31,0.387096774193548,0
"241",59,0,24.6,1.5972850678733,0,0,0,31,0.451612903225806,0
"242",66,79,24.4,3.82082890541977,0,0,0,38,0.710526315789474,0
"243",79,86,25.4,2.07778546712803,0,0,1,36,0.805555555555556,0
